,team1,team2,date,score,winner,elo1,elo2
253,fate,virtus.pro,2020-04-18 19:00:00+00:00,0 - 2,virtus.pro,1443.7413067872112,1488.7952206415066
254,spirit,godsent,2020-04-19 16:00:00+00:00,1 - 2,godsent,1623.0894544291734,1514.4919644854847
255,forze,godsent,2020-04-18 19:00:00+00:00,1 - 2,godsent,1619.2854501721733,1514.4919644854847
256,og,spirit,2020-04-18 19:00:00+00:00,0 - 2,spirit,1519.658098757972,1623.0894544291734
257,godsent,avez,2020-04-18 16:00:00+00:00,2 - 1,godsent,1514.4919644854847,1491.483562279157
258,forze,ldlc,2020-04-18 13:00:00+00:00,2 - 0,forze,1619.2854501721733,1509.6217530254291
259,virtus.pro,spirit,2020-04-18 16:00:00+00:00,1 - 2,spirit,1488.7952206415066,1623.0894544291734
260,og,fate,2020-04-18 16:00:00+00:00,2 - 0,og,1519.658098757972,1443.7413067872112
261,pro100,1win,2020-04-16 16:30:00+00:00,2 - 1,pro100,1463.5251643529991,1436.6912923929424
262,nemiga,1win,2020-04-16 09:30:00+00:00,2 - 1,nemiga,1461.8227106872662,1436.6912923929424
263,pain,imperial,2020-04-17 16:30:00+00:00,0 - 2,imperial,1460.0144124876144,1355.21599916452
264,beyond,d13,2020-04-17 06:00:00+00:00,2 - 1,beyond,1383.683159375936,1445.3226712200858
265,beyond,jijiehao,2020-04-17 13:00:00+00:00,2 - 0,beyond,1383.683159375936,1403.7039946836392
266,jijiehao,d13,2020-04-16 13:00:00+00:00,1 - 2,d13,1403.7039946836392,1445.3226712200858
267,big,smash,2020-04-19 19:00:00+00:00,2 - 0,big,1651.111862788821,1375.129560472581
268,copenhagen flames,big,2020-04-19 12:50:00+00:00,0 - 2,big,1483.2326476703809,1651.111862788821
269,syman,endpoint,2020-04-18 18:50:00+00:00,2 - 1,syman,1482.731452074028,1475.1804686295475
270,forze,smash,2020-04-18 15:50:00+00:00,2 - 0,forze,1619.2854501721733,1375.129560472581
271,nordavind,big,2020-04-18 12:50:00+00:00,0 - 2,big,1446.5746261838842,1651.111862788821
272,spirit,copenhagen flames,2020-04-18 09:50:00+00:00,1 - 2,copenhagen flames,1623.0894544291734,1483.2326476703809
273,copenhagen flames,skade,2020-04-17 19:25:00+00:00,2 - 0,copenhagen flames,1483.2326476703809,1642.2269351056327
274,gambit youngsters,skade,2020-04-17 16:00:00+00:00,1 - 2,skade,1575.0133633357766,1642.2269351056327
275,copenhagen flames,endpoint,2020-04-17 13:00:00+00:00,0 - 2,endpoint,1483.2326476703809,1475.1804686295475
276,skade,endpoint,2020-04-17 11:20:00+00:00,0 - 1,endpoint,1642.2269351056327,1475.1804686295475
277,gambit youngsters,copenhagen flames,2020-04-17 09:50:00+00:00,0 - 1,copenhagen flames,1575.0133633357766,1483.2326476703809
278,big,ago,2020-04-16 19:00:00+00:00,2 - 1,big,1651.111862788821,1491.170375114558
279,ago,singularity,2020-04-16 16:00:00+00:00,2 - 0,ago,1491.170375114558,1345.4854252565576
280,smash,big,2020-04-16 13:00:00+00:00,2 - 1,smash,1375.129560472581,1651.111862788821
281,big,singularity,2020-04-16 11:20:00+00:00,1 - 0,big,1651.111862788821,1345.4854252565576
282,ago,smash,2020-04-16 09:50:00+00:00,0 - 1,smash,1491.170375114558,1375.129560472581
283,forze,sprout,2020-04-15 19:00:00+00:00,2 - 0,forze,1619.2854501721733,1592.6552781517014
284,sprout,japaleno,2020-04-15 16:00:00+00:00,2 - 0,sprout,1592.6552781517014,1434.7870878070003
285,forze,nordavind,2020-04-15 13:00:00+00:00,1 - 2,nordavind,1619.2854501721733,1446.5746261838842
286,japaleno,nordavind,2020-04-15 11:20:00+00:00,0 - 1,nordavind,1467.0213287910728,1408.0952323574106
287,sprout,forze,2020-04-15 09:50:00+00:00,0 - 1,forze,1576.8128200136675,1588.9942610364717
288,syman,spirit,2020-04-14 19:00:00+00:00,0 - 2,spirit,1503.1438461466637,1608.1064059629693
289,movistar riders,spirit,2020-04-14 15:50:00+00:00,0 - 2,spirit,1522.924402901209,1608.1064059629693
290,syman,virtus.pro,2020-04-14 13:00:00+00:00,0 - 2,virtus.pro,1503.1438461466637,1414.6598312621165
291,virtus.pro,spirit,2020-04-14 11:20:00+00:00,1 - 0,virtus.pro,1414.6598312621165,1608.1064059629693
292,movistar riders,syman,2020-04-14 09:50:00+00:00,0 - 1,syman,1522.924402901209,1503.1438461466637
293,btrg,zigma,2020-04-12 09:40:00+00:00,0 - 2,zigma,1371.5201884654102,1441.6010517089287
294,onethree,invictus,2020-04-18 10:00:00+00:00,0 - 1,invictus,1527.0811038525153,1535.0800131520587
295,invictus,onethree,2020-04-18 09:00:00+00:00,0 - 1,onethree,1535.0800131520587,1527.0811038525153
296,zero.tsg,invictus,2020-04-20 07:00:00+00:00,0 - 1,invictus,1427.8797626247624,1535.0800131520587
297,invictus,zero.tsg,2020-04-20 06:00:00+00:00,0 - 1,zero.tsg,1535.0800131520587,1427.8797626247624
298,invictus,aster,2020-04-19 07:00:00+00:00,1 - 0,invictus,1535.0800131520587,1317.4754473332612
299,aster,invictus,2020-04-19 06:00:00+00:00,0 - 1,invictus,1317.4754473332612,1535.0800131520587
300,o2,lynn vision,2020-04-19 10:00:00+00:00,0 - 1,lynn vision,1362.2924653504917,1522.3369538515046
301,lynn vision,o2,2020-04-19 09:00:00+00:00,1 - 0,lynn vision,1522.3369538515046,1362.2924653504917
302,zero.tsg,o2,2020-04-14 10:00:00+00:00,1 - 0,zero.tsg,1400.0,1400.0
303,o2,zero.tsg,2020-04-14 09:00:00+00:00,0 - 1,zero.tsg,1400.0,1400.0
304,aster,lynn vision,2020-04-13 07:00:00+00:00,0 - 1,lynn vision,1354.6982028350553,1482.7086677342736
305,lynn vision,aster,2020-04-13 06:00:00+00:00,1 - 0,lynn vision,1482.7086677342736,1354.6982028350553
306,zero.tsg,onethree,2020-04-13 10:00:00+00:00,0 - 1,onethree,1400.0,1412.537891014855
307,onethree,zero.tsg,2020-04-13 09:00:00+00:00,1 - 0,onethree,1412.537891014855,1400.0
308,zero.tsg,lynn vision,2020-04-16 07:00:00+00:00,0 - 1,lynn vision,1427.8797626247624,1522.3369538515046
309,lynn vision,zero.tsg,2020-04-16 06:00:00+00:00,1 - 0,lynn vision,1522.3369538515046,1427.8797626247624
310,o2,invictus,2020-04-16 10:00:00+00:00,1 - 0,o2,1362.2924653504917,1535.0800131520587
311,invictus,o2,2020-04-16 09:00:00+00:00,1 - 0,invictus,1535.0800131520587,1362.2924653504917
312,zero.tsg,aster,2020-04-15 10:00:00+00:00,1 - 0,zero.tsg,1400.0,1354.6982028350553
313,aster,zero.tsg,2020-04-15 09:00:00+00:00,0 - 1,zero.tsg,1354.6982028350553,1400.0
314,onethree,lynn vision,2020-04-15 07:00:00+00:00,1 - 0,onethree,1412.537891014855,1482.7086677342736
315,lynn vision,onethree,2020-04-15 06:00:00+00:00,1 - 0,lynn vision,1482.7086677342736,1412.537891014855
316,aster,o2,2020-04-18 07:00:00+00:00,1 - 0,aster,1317.4754473332612,1362.2924653504917
317,o2,aster,2020-04-18 06:00:00+00:00,0 - 1,aster,1362.2924653504917,1317.4754473332612
318,aster,onethree,2020-04-14 07:00:00+00:00,0 - 1,onethree,1354.6982028350553,1412.537891014855
319,onethree,aster,2020-04-14 06:00:00+00:00,0 - 1,aster,1412.537891014855,1354.6982028350553
320,o2,onethree,2020-04-17 07:00:00+00:00,0 - 1,onethree,1362.2924653504917,1527.0811038525153
321,onethree,o2,2020-04-17 06:00:00+00:00,0 - 1,o2,1527.0811038525153,1362.2924653504917
322,invictus,lynn vision,2020-04-17 10:00:00+00:00,0 - 1,lynn vision,1535.0800131520587,1522.3369538515046
323,lynn vision,invictus,2020-04-17 09:00:00+00:00,0 - 1,invictus,1522.3369538515046,1535.0800131520587
324,hz,btrg,2020-04-12 05:00:00+00:00,2 - 1,hz,1467.8697302388073,1371.5201884654102
325,hz,zigma,2020-04-11 09:00:00+00:00,1 - 2,zigma,1467.8697302388073,1441.6010517089287
326,9z,detona pound,2020-04-24 21:30:00+00:00,2 - 0,9z,1456.3747375152223,1400.0
327,9z,asterius,2020-04-23 21:30:00+00:00,2 - 0,9z,1456.3747375152223,1433.3159814660676
328,saw,giants,2020-04-23 17:00:00+00:00,2 - 0,saw,1433.7034977701187,1452.4067061397832
329,movistar riders,wygers,2020-04-20 17:00:00+00:00,2 - 0,movistar riders,1456.3549345837182,1418.8118902495478
330,s2v,offset,2020-04-16 17:00:00+00:00,2 - 0,s2v,1369.2608735661097,1316.9909284822472
331,kpi,x6tence,2020-04-13 17:00:00+00:00,0 - 2,x6tence,1360.524198762537,1341.5233424721648
332,hz,onethree,2020-04-11 05:00:00+00:00,1 - 2,onethree,1467.8697302388073,1412.537891014855
333,lynn vision,zigma,2020-04-10 07:40:00+00:00,2 - 0,lynn vision,1482.7086677342736,1441.6010517089287
334,onethree,zigma,2020-04-10 05:00:00+00:00,2 - 0,onethree,1412.537891014855,1441.6010517089287
335,onethree,bren,2020-04-09 05:30:00+00:00,2 - 0,onethree,1412.537891014855,1390.8997014531892
336,onethree,r-stars,2020-04-09 07:40:00+00:00,2 - 0,onethree,1412.537891014855,1432.4912837338402
337,unique,ztayhome,2020-04-19 18:00:00+00:00,0 - 2,ztayhome,1378.9877217010255,1400.0
338,ztayhome,s-gaming,2020-04-19 14:30:00+00:00,2 - 0,ztayhome,1400.0,1400.0
339,espada,unique,2020-04-19 11:00:00+00:00,1 - 2,unique,1488.4436702796484,1378.9877217010255
340,moscow five academy,unique,2020-04-18 17:00:00+00:00,1 - 2,unique,1461.793403982836,1378.9877217010255
341,hard legion,unique,2020-04-18 14:00:00+00:00,0 - 2,unique,1466.7291948028828,1378.9877217010255
342,moscow five academy,ztayhome,2020-04-18 11:00:00+00:00,0 - 2,ztayhome,1461.793403982836,1400.0
343,unique,ztayhome,2020-04-18 10:00:00+00:00,0 - 1,ztayhome,1378.9877217010255,1400.0
344,hard legion,moscow five academy,2020-04-18 09:00:00+00:00,0 - 1,moscow five academy,1466.7291948028828,1461.793403982836
345,s-gaming,1win,2020-04-18 17:00:00+00:00,2 - 1,s-gaming,1400.0,1436.6912923929424
346,pupsiki squad,1win,2020-04-18 14:00:00+00:00,0 - 2,1win,1400.0,1436.6912923929424
347,espada,s-gaming,2020-04-18 11:00:00+00:00,2 - 0,espada,1488.4436702796484,1400.0
348,1win,s-gaming,2020-04-18 10:00:00+00:00,0 - 1,s-gaming,1436.6912923929424,1400.0
349,espada,pupsiki squad,2020-04-18 09:00:00+00:00,1 - 0,espada,1488.4436702796484,1400.0
350,reason,endpoint,2020-04-28 20:00:00+00:00,0 - 1,endpoint,1369.0708821716785,1476.6988836982994
351,vac,nerdrage,2020-04-28 19:00:00+00:00,1 - 0,vac,1345.9211946525859,1400.0
352,eidos,cex,2020-04-28 21:00:00+00:00,0 - 1,cex,1415.0491851831705,1442.702108351766
353,cex,nerdrage,2020-04-24 20:00:00+00:00,1 - 0,cex,1442.702108351766,1400.0
354,the pensioners,reason,2020-04-24 19:00:00+00:00,0 - 1,reason,1351.5028283588701,1369.0708821716785
355,eidos,endpoint,2020-04-24 18:00:00+00:00,0 - 1,endpoint,1415.0491851831705,1476.6988836982994
356,eidos,chetz,2020-04-20 20:00:00+00:00,0 - 1,chetz,1419.8822462590326,1361.9435273580857
357,reason,vac,2020-04-20 19:00:00+00:00,1 - 0,reason,1388.600009391184,1378.0721381067308
358,endpoint,the pensioners,2020-04-20 18:00:00+00:00,0 - 1,the pensioners,1475.1804686295475,1340.4716116116829
359,eidos,the pensioners,2020-04-17 21:00:00+00:00,1 - 0,eidos,1419.8822462590326,1340.4716116116829
360,vac,endpoint,2020-04-17 19:00:00+00:00,0 - 1,endpoint,1378.0721381067308,1475.1804686295475
361,cex,reason,2020-04-17 18:00:00+00:00,1 - 0,cex,1423.5998397376843,1388.600009391184
362,cex,the pensioners,2020-04-13 19:00:00+00:00,1 - 0,cex,1406.3849304629573,1357.6865208864099
363,vexed,reason,2020-04-16 18:00:00+00:00,1 - 0,vexed,1392.0013330193226,1388.600009391184
364,chetz,endpoint,2020-04-16 18:00:00+00:00,1 - 0,chetz,1361.9435273580857,1475.1804686295475
365,eidos,vac,2020-04-13 18:00:00+00:00,1 - 0,eidos,1400.0,1397.9543843657634
366,endpoint,cex,2020-04-07 21:00:00+00:00,1 - 0,endpoint,1476.5990357416172,1400.0
367,chrome,vexed,2020-04-07 20:00:00+00:00,0 - 1,vexed,1400.0,1402.371588753043
368,reason,chetz,2020-04-07 19:00:00+00:00,1 - 0,reason,1400.0,1357.1773877489527
369,the pensioners,vac,2020-04-07 18:00:00+00:00,0 - 1,vac,1400.0,1400.0
370,chrome,reason,2020-04-06 21:00:00+00:00,0 - 1,reason,1400.0,1400.0
371,vac,cex,2020-04-06 20:00:00+00:00,0 - 1,cex,1400.0,1400.0
372,endpoint,vexed,2020-04-06 19:00:00+00:00,1 - 0,endpoint,1476.5990357416172,1402.371588753043
373,the pensioners,chetz,2020-04-06 18:00:00+00:00,0 - 1,chetz,1400.0,1357.1773877489527
374,vertex,i sleep,2020-04-09 09:00:00+00:00,2 - 1,vertex,1404.1167578972204,1377.104435119174
375,warthox,heretics,2020-04-27 20:00:00+00:00,0 - 1,heretics,1338.7342782985515,1591.8272457285632
376,ldlc,thedice,2020-04-27 18:00:00+00:00,1 - 0,ldlc,1511.2462815843126,1456.9838855998278
377,heretics,warthox,2020-04-27 19:00:00+00:00,1 - 0,heretics,1591.8272457285632,1338.7342782985515
378,thedice,ldlc,2020-04-27 17:00:00+00:00,0 - 1,ldlc,1456.9838855998278,1511.2462815843126
379,alltech,exalty,2020-04-27 18:00:00+00:00,1 - 0,alltech,1392.7175239731405,1356.9518017876542
380,nicecactus,apologis,2020-04-27 20:00:00+00:00,1 - 0,nicecactus,1320.2497624548178,1266.0937674693894
381,exalty,alltech,2020-04-27 17:00:00+00:00,0 - 1,alltech,1356.9518017876542,1392.7175239731405
382,apologis,nicecactus,2020-04-27 19:00:00+00:00,0 - 1,nicecactus,1266.0937674693894,1320.2497624548178
383,heretics,nicecactus,2020-04-21 20:00:00+00:00,1 - 0,heretics,1567.1537075527274,1339.128381051623
384,apologis,warthox,2020-04-21 20:00:00+00:00,1 - 0,apologis,1273.923015510871,1343.561885633702
385,nicecactus,heretics,2020-04-21 19:00:00+00:00,0 - 1,heretics,1339.128381051623,1567.1537075527274
386,warthox,apologis,2020-04-21 19:00:00+00:00,1 - 0,warthox,1343.561885633702,1273.923015510871
387,exalty,thedice,2020-04-21 18:00:00+00:00,0 - 1,thedice,1365.665491656026,1438.3637346234989
388,alltech,ldlc,2020-04-21 18:00:00+00:00,0 - 1,ldlc,1409.0146140282097,1509.6217530254291
389,thedice,exalty,2020-04-21 17:00:00+00:00,1 - 0,thedice,1438.3637346234989,1365.665491656026
390,ldlc,alltech,2020-04-21 17:00:00+00:00,1 - 0,ldlc,1509.6217530254291,1409.0146140282097
391,heretics,apologis,2020-04-20 20:00:00+00:00,1 - 0,heretics,1567.1537075527274,1273.923015510871
392,nicecactus,warthox,2020-04-20 20:00:00+00:00,1 - 0,nicecactus,1339.128381051623,1343.561885633702
393,apologis,heretics,2020-04-20 19:00:00+00:00,0 - 1,heretics,1273.923015510871,1567.1537075527274
394,warthox,nicecactus,2020-04-20 19:00:00+00:00,1 - 0,warthox,1343.561885633702,1339.128381051623
395,thedice,alltech,2020-04-20 18:00:00+00:00,1 - 0,thedice,1438.3637346234989,1409.0146140282097
396,ldlc,exalty,2020-04-20 18:00:00+00:00,1 - 0,ldlc,1509.6217530254291,1365.665491656026
397,alltech,thedice,2020-04-20 17:00:00+00:00,1 - 0,alltech,1409.0146140282097,1438.3637346234989
398,exalty,ldlc,2020-04-20 17:00:00+00:00,1 - 0,exalty,1365.665491656026,1509.6217530254291
399,apologis,thedice,2020-04-14 20:00:00+00:00,0 - 1,thedice,1360.7087105284766,1394.825546160896
400,warthox,exalty,2020-04-14 20:00:00+00:00,1 - 0,warthox,1374.5560954021819,1400.0
401,thedice,apologis,2020-04-14 19:00:00+00:00,1 - 0,thedice,1394.825546160896,1360.7087105284766
402,exalty,warthox,2020-04-14 19:00:00+00:00,0 - 1,warthox,1400.0,1374.5560954021819
403,alltech,heretics,2020-04-14 18:00:00+00:00,0 - 1,heretics,1400.0,1456.5778026497537
404,ldlc,nicecactus,2020-04-14 18:00:00+00:00,1 - 0,ldlc,1457.2150126711854,1400.0
405,heretics,alltech,2020-04-14 17:00:00+00:00,1 - 0,heretics,1456.5778026497537,1400.0
406,nicecactus,ldlc,2020-04-14 17:00:00+00:00,0 - 1,ldlc,1400.0,1457.2150126711854
407,heretics,ldlc,2020-04-13 20:00:00+00:00,1 - 0,heretics,1456.5778026497537,1457.2150126711854
408,ldlc,heretics,2020-04-13 19:00:00+00:00,1 - 0,ldlc,1457.2150126711854,1456.5778026497537
409,alltech,nicecactus,2020-04-13 18:00:00+00:00,1 - 0,alltech,1400.0,1400.0
410,exalty,apologis,2020-04-13 18:00:00+00:00,1 - 0,exalty,1400.0,1360.7087105284766
411,nicecactus,alltech,2020-04-13 17:00:00+00:00,1 - 0,nicecactus,1400.0,1400.0
412,apologis,exalty,2020-04-13 17:00:00+00:00,0 - 1,exalty,1360.7087105284766,1400.0
413,warthox,alltech,2020-04-08 20:00:00+00:00,0 - 1,alltech,1374.5560954021819,1400.0
414,thedice,nicecactus,2020-04-08 20:00:00+00:00,1 - 0,thedice,1394.825546160896,1400.0
415,apologis,ldlc,2020-04-08 20:00:00+00:00,0 - 1,ldlc,1360.7087105284766,1457.2150126711854
416,alltech,warthox,2020-04-08 19:00:00+00:00,1 - 0,alltech,1400.0,1374.5560954021819
417,nicecactus,thedice,2020-04-08 19:00:00+00:00,0 - 1,thedice,1400.0,1394.825546160896
418,ldlc,apologis,2020-04-08 19:00:00+00:00,1 - 0,ldlc,1457.2150126711854,1360.7087105284766
419,exalty,heretics,2020-04-08 18:00:00+00:00,0 - 1,heretics,1400.0,1456.5778026497537
420,thedice,warthox,2020-04-08 18:00:00+00:00,1 - 0,thedice,1394.825546160896,1374.5560954021819
421,heretics,exalty,2020-04-08 17:00:00+00:00,1 - 0,heretics,1456.5778026497537,1400.0
422,warthox,thedice,2020-04-08 17:00:00+00:00,0 - 1,thedice,1374.5560954021819,1394.825546160896
423,reünie,lamif,2020-04-28 20:00:00+00:00,1 - 0,reünie,1455.4802228293404,1361.059875086004
424,one one,sateliti,2020-04-28 19:00:00+00:00,1 - 0,one one,1342.9725911109053,1345.5876452396662
425,tenerife titans,mynec,2020-04-28 18:00:00+00:00,1 - 0,tenerife titans,1430.1561027711257,1381.0813181372478
426,sector one,amsterdam kings,2020-04-28 17:00:00+00:00,0 - 1,amsterdam kings,1436.7669915721253,1417.3107465953178
427,sector one,sateliti,2020-04-21 20:00:00+00:00,1 - 0,sector one,1420.0621714612998,1362.2924653504917
428,amsterdam kings,lamif,2020-04-21 19:00:00+00:00,1 - 0,amsterdam kings,1398.3668242040007,1380.003797477321
429,reünie,mynec,2020-04-21 18:00:00+00:00,1 - 0,reünie,1437.7075346495083,1398.85400631708
430,tenerife titans,one one,2020-04-21 17:00:00+00:00,1 - 0,tenerife titans,1413.1986916934227,1359.9300021886083
431,tenerife titans,amsterdam kings,2020-04-14 20:00:00+00:00,1 - 0,tenerife titans,1391.5655158974234,1420.0
432,mynec,one one,2020-04-14 19:00:00+00:00,1 - 0,mynec,1378.7840085056882,1380.0
433,lamif,sector one,2020-04-14 18:00:00+00:00,0 - 1,sector one,1400.0,1400.065968938621
434,sateliti,reünie,2020-04-14 17:00:00+00:00,0 - 1,reünie,1380.0,1420.0
435,sateliti,amsterdam kings,2020-04-07 19:00:00+00:00,0 - 1,amsterdam kings,1400.0,1400.0
436,mynec,sector one,2020-04-07 18:00:00+00:00,0 - 1,sector one,1400.0,1378.8499774443092
437,one one,reünie,2020-04-07 17:00:00+00:00,0 - 1,reünie,1400.0,1400.0
438,singularity,skade,2020-04-08 10:00:00+00:00,0 - 1,skade,1356.2482420548442,1541.3575470112262
439,hard legion,nemiga,2020-04-24 10:30:00+00:00,0 - 2,nemiga,1403.4796390520175,1496.0803534274107
440,skade,nordavind,2020-04-23 13:30:00+00:00,1 - 2,nordavind,1559.1121681717457,1452.352765857751
441,espada,endpoint,2020-04-23 09:30:00+00:00,2 - 1,espada,1517.4679688979013,1476.6988836982994
442,illuminar,endpoint,2020-04-22 12:30:00+00:00,0 - 2,endpoint,1323.3330034292394,1476.6988836982994
443,pro100,espada,2020-04-22 09:30:00+00:00,0 - 2,espada,1463.5251643529991,1488.4436702796484
444,secret,hard legion,2020-04-21 12:30:00+00:00,2 - 1,secret,1446.8034751396845,1466.7291948028828
445,nemiga,japaleno,2020-04-21 09:30:00+00:00,2 - 0,nemiga,1461.8227106872662,1434.7870878070003
446,heretics,skade,2020-04-20 12:30:00+00:00,2 - 1,heretics,1567.1537075527274,1642.2269351056327
447,gambit youngsters,nordavind,2020-04-20 09:30:00+00:00,2 - 0,gambit youngsters,1575.0133633357766,1446.5746261838842
448,winstrike,skade,2020-04-16 09:30:00+00:00,2 - 0,winstrike,1520.2862991998159,1642.2269351056327
449,secret,illuminar,2020-04-15 12:30:00+00:00,2 - 0,secret,1446.8034751396845,1349.777088049514
450,gambit youngsters,endpoint,2020-04-15 09:30:00+00:00,2 - 0,gambit youngsters,1620.6907750608393,1476.6726837180822
451,nordavind,japaleno,2020-04-14 12:30:00+00:00,2 - 1,nordavind,1408.0952323574106,1467.0213287910728
452,nemiga,hard legion,2020-04-14 09:30:00+00:00,1 - 2,hard legion,1457.8151652253039,1480.6614415826793
453,sprout,heretics,2020-04-13 12:30:00+00:00,2 - 1,sprout,1576.8128200136675,1456.5778026497537
454,pro100,ago,2020-04-13 09:30:00+00:00,2 - 1,pro100,1459.3281949271134,1584.148468266081
455,smash,illuminar,2020-04-12 12:55:00+00:00,1 - 2,illuminar,1436.0456177991455,1323.5167959058988
456,espada,hard legion,2020-04-12 09:30:00+00:00,0 - 2,hard legion,1508.9990767668394,1480.6614415826793
457,pro100,nemiga,2020-04-11 13:20:00+00:00,1 - 2,nemiga,1459.3281949271134,1457.8151652253039
458,ago,nordavind,2020-04-11 11:10:00+00:00,1 - 2,nordavind,1584.148468266081,1408.0952323574106
459,secret,winstrike,2020-04-10 12:55:00+00:00,1 - 2,winstrike,1464.6349461285552,1502.4548282109452
460,japaleno,sprout,2020-04-10 09:55:00+00:00,0 - 2,sprout,1467.0213287910728,1576.8128200136675
461,skade,endpoint,2020-04-09 12:55:00+00:00,2 - 0,skade,1608.5066492681497,1476.6726837180822
462,gambit youngsters,heretics,2020-04-09 09:55:00+00:00,0 - 2,heretics,1620.6907750608393,1456.5778026497537
463,hard legion,japaleno,2020-04-08 12:55:00+00:00,0 - 2,japaleno,1480.6614415826793,1467.0213287910728
464,espada,winstrike,2020-04-08 09:55:00+00:00,1 - 2,winstrike,1550.7890195050666,1478.343960775732
465,serac,big chillin,2020-04-07 01:30:00+00:00,2 - 1,serac,1418.24065861753,1402.2587125915948
466,fnatic,mousesports,2020-04-12 14:25:00+00:00,3 - 2,fnatic,1748.2067345548178,1772.3553408917514
467,astralis,mousesports,2020-04-11 16:25:00+00:00,1 - 2,mousesports,1762.1990764871805,1772.3553408917514
468,liquid,evil geniuses,2020-04-12 20:00:00+00:00,3 - 0,liquid,1658.386456330739,1564.6112465083079
