,team1,team2,date,score,winner,elo1,elo2
11062,beyond,invictus,2020-09-18 11:00:00+00:00,1 - 2,invictus,1369.4849302825296,1538.7748139835376
11063,faze,nip,2020-09-18 15:30:00+00:00,2 - 0,faze,1597.9256028764132,1640.3488814815846
11064,epic dudes,nlg,2020-09-18 17:00:00+00:00,2 - 0,epic dudes,1400.0,1323.381302333776
11065,rhein neckar,big academy,2020-09-18 19:30:00+00:00,0 - 2,big academy,1314.3472559869,1316.8039695393927
11066,fnatic,astralis,2020-09-18 19:00:00+00:00,1 - 2,astralis,1638.6176323241684,1766.781754789905
11067,liquid,cloud9,2020-09-18 19:00:00+00:00,2 - 1,liquid,1672.2426070699998,1520.3478314499223
11068,checkmate,bren,2020-09-19 05:00:00+00:00,0 - 2,bren,1396.6259395768752,1423.173275887001
11069,copenhagen flames,deportivo,2020-09-19 08:00:00+00:00,1 - 0,copenhagen flames,1443.4191972967399,1400.0
11070,saw,alltech,2020-09-19 11:00:00+00:00,2 - 0,saw,1584.5337930103424,1368.652767374237
11071,avez,lyngby vikings,2020-09-19 11:00:00+00:00,2 - 0,avez,1505.178480541375,1311.9273896183342
11072,sj,gameagents,2020-09-19 11:00:00+00:00,2 - 0,sj,1440.8341247283752,1321.4250851294
11073,hercegnovi,tricked,2020-09-19 11:00:00+00:00,2 - 0,hercegnovi,1400.0,1404.0767603275785
11074,los kogutos,agf,2020-09-19 11:00:00+00:00,0 - 2,agf,1377.9936718676397,1513.0872839757383
11075,sjk,copenhagen flames,2020-09-19 13:00:00+00:00,0 - 1,copenhagen flames,1422.2901898529515,1443.4191972967399
11076,sjk,deportivo,2020-09-19 12:00:00+00:00,0 - 1,deportivo,1422.2901898529515,1400.0
11077,deportivo,copenhagen flames,2020-09-19 11:00:00+00:00,0 - 1,copenhagen flames,1400.0,1443.4191972967399
11078,copenhagen flames,sjk,2020-09-19 10:00:00+00:00,1 - 0,copenhagen flames,1443.4191972967399,1422.2901898529515
11079,deportivo,sjk,2020-09-19 09:00:00+00:00,1 - 0,deportivo,1400.0,1422.2901898529515
11080,vici,invictus,2020-09-19 11:00:00+00:00,2 - 0,vici,1673.2158682750312,1538.7748139835376
11081,tyloo,beyond,2020-09-19 07:30:00+00:00,2 - 1,tyloo,1812.5222480132031,1369.4849302825296
11082,g2,natus vincere,2020-09-19 12:00:00+00:00,0 - 2,natus vincere,1701.3414146358161,1757.9418501148843
11083,skade,selectah!,2020-09-19 11:00:00+00:00,2 - 0,skade,1495.5547886546078,1333.1629577837527
11084,zerozone,sprout,2020-09-19 11:00:00+00:00,1 - 2,sprout,1464.5958882935859,1678.8051039657905
11085,heroic,og,2020-09-19 12:00:00+00:00,2 - 0,heroic,1834.1884316205076,1658.4725989619865
11086,skade,selectah,2020-09-19 11:00:00+00:00,2 - 0,skade,1495.5547886546078,1327.4485403384288
11087,mbappeek,endpoint,2020-09-19 11:00:00+00:00,1 - 2,endpoint,1442.0995831848588,1486.6791054882317
11088,avez,skade,2020-09-19 14:00:00+00:00,1 - 0,avez,1505.178480541375,1495.5547886546078
11089,hercegnovi,sj,2020-09-19 14:00:00+00:00,1 - 0,hercegnovi,1400.0,1440.8341247283752
11090,agf,sprout,2020-09-19 14:00:00+00:00,0 - 1,sprout,1513.0872839757383,1678.8051039657905
11091,godsent,ago,2020-09-19 12:00:00+00:00,2 - 1,godsent,1659.0889703067792,1539.8550269816885
11092,big,ence,2020-09-19 12:00:00+00:00,2 - 1,big,1821.9229089012322,1657.730882189046
11093,saw,endpoint,2020-09-19 14:00:00+00:00,1 - 0,saw,1584.5337930103424,1486.6791054882317
11094,skade,endpoint,2020-09-19 15:30:00+00:00,0 - 1,endpoint,1495.5547886546078,1486.6791054882317
11095,sj,agf,2020-09-19 15:30:00+00:00,0 - 1,agf,1440.8341247283752,1513.0872839757383
11096,hercegnovi,sprout,2020-09-19 15:30:00+00:00,1 - 0,hercegnovi,1400.0,1678.8051039657905
11097,avez,saw,2020-09-19 15:30:00+00:00,1 - 0,avez,1505.178480541375,1584.5337930103424
11098,ttc,lilmix,2020-09-19 15:00:00+00:00,0 - 1,lilmix,1332.563207999608,1346.7932514183283
11099,lilmix,lemondogs,2020-09-19 16:00:00+00:00,1 - 0,lilmix,1346.7932514183283,1400.0
11100,agf,endpoint,2020-09-19 17:00:00+00:00,1 - 0,agf,1513.0872839757383,1486.6791054882317
11101,astralis,spirit,2020-09-19 15:30:00+00:00,2 - 0,astralis,1766.781754789905,1786.5264976426458
11102,sprout,saw,2020-09-19 16:40:00+00:00,1 - 0,sprout,1678.8051039657905,1584.5337930103424
11103,fnatic,nip,2020-09-19 15:30:00+00:00,2 - 0,fnatic,1638.6176323241684,1640.3488814815846
11104,sj,skade,2020-09-19 17:00:00+00:00,1 - 0,sj,1440.8341247283752,1495.5547886546078
11105,vitality,mousesports,2020-09-19 15:30:00+00:00,0 - 2,mousesports,1795.806126179898,1551.9239719586487
11106,hercegnovi,avez,2020-09-19 17:00:00+00:00,0 - 1,avez,1400.0,1505.178480541375
11107,ttc,lemondogs,2020-09-19 17:00:00+00:00,1 - 0,ttc,1332.563207999608,1400.0
11108,complexity,faze,2020-09-19 15:30:00+00:00,1 - 2,faze,1797.038007151186,1597.9256028764132
11109,lilmix,ttc,2020-09-19 18:00:00+00:00,1 - 0,lilmix,1346.7932514183283,1332.563207999608
11110,lemondogs,lilmix,2020-09-19 19:00:00+00:00,1 - 0,lemondogs,1400.0,1346.7932514183283
11111,evil geniuses,chaos,2020-09-19 19:00:00+00:00,2 - 0,evil geniuses,1798.670293855261,1676.809604532407
11112,furia,gen.g,2020-09-19 19:00:00+00:00,2 - 0,furia,1727.7489204985236,1543.1185068888406
11113,lemondogs,ttc,2020-09-19 20:00:00+00:00,1 - 0,lemondogs,1400.0,1332.563207999608
11114,cloud9,100 thieves,2020-09-19 19:00:00+00:00,1 - 2,100 thieves,1520.3478314499223,1537.7795102085852
11115,beyond,huat zai,2020-09-20 05:00:00+00:00,2 - 0,beyond,1369.4849302825296,1370.7383556633652
11116,zigma,invictus,2020-09-20 07:20:00+00:00,0 - 2,invictus,1458.0520142322348,1538.7748139835376
11117,tyloo,vici,2020-09-20 10:00:00+00:00,2 - 1,tyloo,1812.5222480132031,1673.2158682750312
11118,copenhagen flames,lemondogs,2020-09-20 13:00:00+00:00,0 - 2,lemondogs,1443.4191972967399,1400.0
11119,lilmix,deportivo,2020-09-20 16:00:00+00:00,2 - 0,lilmix,1346.7932514183283,1400.0
11120,lemondogs,lilmix,2020-09-20 19:00:00+00:00,0 - 2,lilmix,1400.0,1346.7932514183283
11121,coscu army,furious,2020-09-20 22:00:00+00:00,1 - 0,coscu army,1342.6572652201314,1404.359665398665
11122,real betis sa,undead,2020-09-20 23:10:00+00:00,0 - 1,undead,1294.3004344242336,1400.0
11123,meta,wygers ar,2020-09-21 00:20:00+00:00,1 - 0,meta,1385.8641910849883,1379.2306318794676
11124,9z,new pampas,2020-09-21 01:30:00+00:00,1 - 0,9z,1438.5498711746911,1400.0
11125,beyond,mazaalai,2020-09-21 04:00:00+00:00,2 - 0,beyond,1369.4849302825296,1316.2227146783482
11126,endpoint,illuminar,2020-09-21 12:15:00+00:00,0 - 1,illuminar,1486.6791054882317,1481.5703775627228
11127,sprout,budapest five,2020-09-21 11:00:00+00:00,1 - 0,sprout,1678.8051039657905,1327.4483045285256
11128,ex-blessed,vertex,2020-09-21 11:05:00+00:00,0 - 1,vertex,1419.8882110758566,1430.8396022406514
11129,avant,mako,2020-09-21 11:05:00+00:00,1 - 0,avant,1720.8920468838205,1364.288237368071
11130,ex-blessed,caught off guard,2020-09-17 12:05:00+00:00,0 - 1,caught off guard,1419.8882110758566,1334.8279284741006
11131,ex-blessed,lakers,2020-09-17 11:05:00+00:00,1 - 0,ex-blessed,1419.8882110758566,1360.689694823859
11132,order,ex-blessed,2020-09-10 12:10:00+00:00,1 - 0,order,1753.1726168026548,1414.8882624559596
11133,forbidden,ex-blessed,2020-09-10 10:10:00+00:00,0 - 1,ex-blessed,1272.5208004994463,1414.8882624559596
11134,rooster,overt,2020-09-21 10:05:00+00:00,1 - 0,rooster,1703.754792249577,1281.0656541785952
11135,ex-incept,ex-blessed,2020-09-03 12:10:00+00:00,0 - 1,ex-blessed,1400.0,1400.0
11136,ex-blessed,avant,2020-09-03 10:10:00+00:00,0 - 1,avant,1400.0,1692.2523887154782
11137,pact,saw,2020-09-21 13:30:00+00:00,0 - 1,saw,1460.6824401017616,1584.5337930103424
11138,honoris,nemiga,2020-09-21 14:45:00+00:00,0 - 1,nemiga,1289.1144990983314,1606.0085494926998
11139,sprout,illuminar,2020-09-21 16:00:00+00:00,1 - 0,sprout,1678.8051039657905,1481.5703775627228
11140,gtz bulls,tenerife titans,2020-09-21 16:00:00+00:00,1 - 0,gtz bulls,1309.3544257738622,1325.2634048147665
11141,ago,avez,2020-09-21 16:30:00+00:00,1 - 0,ago,1539.8550269816885,1505.178480541375
11142,zerøzone,rhyno,2020-09-21 17:00:00+00:00,1 - 0,zerøzone,1444.973041165822,1376.619492374569
11143,saw,nemiga,2020-09-21 17:15:00+00:00,0 - 1,nemiga,1584.5337930103424,1606.0085494926998
11144,exalty,warthox,2020-09-21 17:00:00+00:00,0 - 1,warthox,1358.362994924892,1282.9026708395352
11145,ldlc,alltech,2020-09-21 17:00:00+00:00,1 - 0,ldlc,1535.1296705908712,1368.652767374237
11146,alltech,ldlc,2020-09-21 18:00:00+00:00,0 - 1,ldlc,1368.652767374237,1535.1296705908712
11147,warthox,exalty,2020-09-21 18:00:00+00:00,0 - 1,exalty,1282.9026708395352,1358.362994924892
11148,radix,brunolopes,2020-09-21 18:00:00+00:00,1 - 0,radix,1402.2924653504917,1365.933876263346
11149,ucam,baecon,2020-09-21 18:00:00+00:00,1 - 0,ucam,1376.356131406087,1381.8737786133333
11150,gaminate,los kogutos,2020-09-21 18:30:00+00:00,1 - 0,gaminate,1380.6062839732056,1377.9936718676397
11151,apologis,heretics,2020-09-21 19:00:00+00:00,0 - 1,heretics,1386.94468898867,1599.7083366701488
11152,ftw,giants,2020-09-21 18:00:00+00:00,0 - 2,giants,1242.6387669103608,1442.325338081271
11153,thedice,ubiteam,2020-09-21 19:00:00+00:00,1 - 0,thedice,1513.1895226853048,1422.3041790476143
11154,exploit,qlash,2020-09-21 19:00:00+00:00,1 - 0,exploit,1386.1729255939076,1307.470956035949
11155,los kogutos,gaminate,2020-09-21 19:30:00+00:00,1 - 0,los kogutos,1377.9936718676397,1380.6062839732056
11156,umx,nopurplesattob,2020-09-21 19:00:00+00:00,0 - 1,nopurplesattob,1442.5046211601837,1409.5980972286784
11157,heretics,apologis,2020-09-21 20:00:00+00:00,1 - 0,heretics,1599.7083366701488,1386.94468898867
11158,sprout,nemiga,2020-09-21 18:30:00+00:00,2 - 1,sprout,1678.8051039657905,1606.0085494926998
11159,ubiteam,thedice,2020-09-21 20:00:00+00:00,0 - 1,thedice,1422.3041790476143,1513.1895226853048
11160,endpoint,vexed,2020-09-21 21:00:00+00:00,1 - 0,endpoint,1486.6791054882317,1406.2722035774284
11161,cex,dame time,2020-09-21 20:00:00+00:00,1 - 0,cex,1441.2347210293065,1397.7075346495083
11162,bren,jijiehao,2020-09-22 05:00:00+00:00,2 - 1,bren,1423.173275887001,1306.3230081839613
11163,lakers,lese,2020-09-22 09:05:00+00:00,0 - 1,lese,1360.689694823859,1370.3442607436923
11164,newhappy,tiger,2020-09-22 08:00:00+00:00,0 - 2,tiger,1391.2827312249565,1543.4179320496269
11165,forbidden,rooster 2,2020-09-22 10:05:00+00:00,0 - 1,rooster 2,1232.1629488594792,1372.8960564096526
11166,lese,rooster,2020-09-22 11:05:00+00:00,0 - 1,rooster,1370.3442607436923,1703.754792249577
11167,vertex,mako,2020-09-22 11:05:00+00:00,1 - 0,vertex,1430.8396022406514,1364.288237368071
11168,heretics,skade,2020-09-22 13:00:00+00:00,2 - 0,heretics,1599.7083366701488,1495.5547886546078
11169,fate,sprout,2020-09-22 13:00:00+00:00,0 - 2,sprout,1435.084861134978,1678.8051039657905
11170,north,tricked,2020-09-22 13:00:00+00:00,2 - 0,north,1571.575071028627,1404.0767603275785
11171,movistar riders,agf,2020-09-22 13:00:00+00:00,2 - 0,movistar riders,1433.2336668333533,1513.0872839757383
11172,alternate attax,nemiga,2020-09-22 15:00:00+00:00,0 - 1,nemiga,1581.9684991248266,1606.0085494926998
11173,nexus,nemiga,2020-09-22 16:15:00+00:00,1 - 0,nexus,1521.8936009340312,1606.0085494926998
11174,complexity,saw,2020-09-22 13:00:00+00:00,1 - 2,saw,1797.038007151186,1584.5337930103424
11175,x6tence,sj,2020-09-22 13:00:00+00:00,2 - 1,x6tence,1500.4279428866234,1440.8341247283752
11176,mousesports,endpoint,2020-09-22 14:00:00+00:00,0 - 2,endpoint,1551.9239719586487,1486.6791054882317
11177,c0ntact,avez,2020-09-22 13:00:00+00:00,1 - 2,avez,1403.065461826668,1505.178480541375
11178,thedice,lowlandlions,2020-09-22 17:00:00+00:00,0 - 1,lowlandlions,1513.1895226853048,1438.4894232862564
11179,heretics,sprout,2020-09-22 17:00:00+00:00,0 - 2,sprout,1599.7083366701488,1678.8051039657905
11180,tricked,c0ntact,2020-09-22 17:00:00+00:00,0 - 2,c0ntact,1404.0767603275785,1403.065461826668
11181,rhein neckar,nlg,2020-09-22 17:15:00+00:00,0 - 1,nlg,1314.3472559869,1323.381302333776
11182,warthox,apologis,2020-09-22 18:00:00+00:00,0 - 1,apologis,1282.9026708395352,1386.94468898867
11183,north,avez,2020-09-22 17:00:00+00:00,2 - 0,north,1571.575071028627,1505.178480541375
11184,saw,x6tence,2020-09-22 17:00:00+00:00,2 - 0,saw,1584.5337930103424,1500.4279428866234
11185,100 thieves,triumph,2020-09-22 17:00:00+00:00,2 - 0,100 thieves,1537.7795102085852,1505.6487950455596
11186,fwrd,panthers never surrend,2020-09-22 19:00:00+00:00,0 - 1,panthers never surrend,1319.9884955048312,1409.75166703506
11187,furia,chaos,2020-09-22 17:00:00+00:00,1 - 2,chaos,1727.7489204985236,1676.809604532407
11188,movistar riders,endpoint,2020-09-22 18:00:00+00:00,0 - 2,endpoint,1433.2336668333533,1486.6791054882317
11189,nlg,rhein neckar,2020-09-22 18:30:00+00:00,0 - 1,rhein neckar,1323.381302333776,1314.3472559869
11190,agf,mousesports,2020-09-22 18:00:00+00:00,0 - 2,mousesports,1513.0872839757383,1551.9239719586487
11191,complexity,sj,2020-09-22 17:00:00+00:00,1 - 2,sj,1797.038007151186,1440.8341247283752
11192,skade,fate,2020-09-22 17:00:00+00:00,2 - 1,skade,1495.5547886546078,1435.084861134978
11193,epsilon,ubiteam,2020-09-22 20:00:00+00:00,0 - 1,ubiteam,1339.4550997773617,1422.3041790476143
11194,cowana,tka,2020-09-22 19:30:00+00:00,1 - 0,cowana,1393.406858452045,1400.0
11195,tka,cowana,2020-09-22 20:30:00+00:00,0 - 1,cowana,1400.0,1393.406858452045
11196,isurus,furious,2020-09-22 22:00:00+00:00,1 - 0,isurus,1497.8967297558731,1404.359665398665
11197,malvinas,undead,2020-09-22 23:10:00+00:00,1 - 0,malvinas,1400.0,1400.0
11198,coscu army,wygers ar,2020-09-23 00:20:00+00:00,1 - 0,coscu army,1342.6572652201314,1379.2306318794676
11199,meta,9z,2020-09-23 01:30:00+00:00,0 - 1,9z,1385.8641910849883,1438.5498711746911
11200,real betis sa,new pampas,2020-09-23 02:40:00+00:00,1 - 0,real betis sa,1294.3004344242336,1400.0
11201,invictus,checkmate,2020-09-23 05:00:00+00:00,2 - 1,invictus,1538.7748139835376,1396.6259395768752
11202,downfall,rooster 2,2020-09-23 09:00:00+00:00,2 - 0,downfall,1384.1027161368763,1372.8960564096526
11203,huat zai,bren,2020-09-23 08:00:00+00:00,0 - 2,bren,1370.7383556633652,1423.173275887001
11204,aftermind,chiefs,2020-09-23 11:05:00+00:00,0 - 1,chiefs,1363.4974533675563,1676.6072649093614
11205,vici,after,2020-09-23 11:00:00+00:00,2 - 0,vici,1673.2158682750312,1430.2112834532097
11206,paradox,ex-blessed,2020-09-23 11:00:00+00:00,2 - 1,paradox,1556.6167459186977,1419.8882110758566
11207,movistar riders,sj,2020-09-23 13:00:00+00:00,2 - 0,movistar riders,1441.2087887806167,1459.6338928423277
11208,x6tence,mousesports,2020-09-23 13:00:00+00:00,0 - 2,mousesports,1500.9362677629872,1567.4385203608135
11209,c0ntact,heretics,2020-09-23 13:00:00+00:00,2 - 0,c0ntact,1410.4553282005747,1612.5209762366583
11210,pact,wisla krakow,2020-09-23 15:00:00+00:00,0 - 1,wisla krakow,1441.9509714984263,1590.1969016858015
11211,avez,skade,2020-09-23 13:00:00+00:00,1 - 2,skade,1551.0972222098358,1479.025581124886
11212,hellraisers,gamerlegion,2020-09-23 16:15:00+00:00,1 - 0,hellraisers,1579.3986991496056,1410.9854353506437
11213,big,alternate attax,2020-09-23 17:15:00+00:00,1 - 0,big,1842.9848634363375,1568.88138824862
11214,sector one,apologis,2020-09-23 17:00:00+00:00,1 - 0,sector one,1373.795833880698,1351.6115695733836
11215,singularity,forze,2020-09-23 17:30:00+00:00,0 - 1,forze,1343.2212421915824,1668.6235172138308
11216,alternate attax,big,2020-09-23 18:30:00+00:00,0 - 1,big,1568.88138824862,1842.9848634363375
11217,sprout,saw,2020-09-23 17:00:00+00:00,2 - 0,sprout,1744.082069586255,1601.2799668157047
11218,prizmv,fwrd,2020-09-23 18:00:00+00:00,1 - 0,prizmv,1370.9241713354581,1310.08657890905
11219,exalty,unique,2020-09-23 19:00:00+00:00,1 - 0,exalty,1331.8088197079553,1382.5259697341862
11220,north,endpoint,2020-09-23 17:00:00+00:00,2 - 1,north,1601.062174826775,1506.3276266402875
11221,penta,planetkey,2020-09-23 19:30:00+00:00,1 - 0,penta,1436.7484539749046,1337.0254503463702
11222,s2v,giants,2020-09-23 17:00:00+00:00,2 - 1,s2v,1356.9946224702903,1462.1195861923748
11223,vexed,game fist,2020-09-23 20:00:00+00:00,1 - 0,vexed,1406.3301657705285,1317.613288923557
11224,planetkey,penta,2020-09-23 20:30:00+00:00,0 - 1,penta,1337.0254503463702,1436.7484539749046
11225,qlash,exploit,2020-09-23 20:00:00+00:00,2 - 0,qlash,1291.9254742297524,1401.7184074001043
11226,tyloo,bren,2020-09-24 05:00:00+00:00,2 - 0,tyloo,1834.8398031405272,1458.5543493124603
11227,ground zero,forbidden,2020-09-24 09:05:00+00:00,1 - 0,ground zero,1415.833347858148,1216.669744436165
11228,caught off guard,avant,2020-09-24 09:05:00+00:00,0 - 1,avant,1382.8308042386282,1707.6684624158513
11229,beyond,checkmate,2020-09-24 08:00:00+00:00,1 - 2,checkmate,1389.3067059576153,1408.122419629303
11230,lakers,ground zero,2020-09-24 10:05:00+00:00,0 - 1,ground zero,1308.582199373183,1415.833347858148
11231,caught off guard,order,2020-09-24 10:05:00+00:00,0 - 1,order,1382.8308042386282,1747.8768450124576
11232,mako,fenrir,2020-09-24 09:00:00+00:00,0 - 2,fenrir,1344.8802239737572,1400.0
11233,paradox,ex-blessed,2020-09-24 10:05:00+00:00,1 - 0,paradox,1567.990296748872,1384.8946316854763
11234,aftermind,lakers,2020-09-24 11:05:00+00:00,1 - 0,aftermind,1377.7765433471563,1308.582199373183
11235,order,paradox,2020-09-24 11:05:00+00:00,0 - 1,paradox,1747.8768450124576,1567.990296748872
11236,tiger,zigma,2020-09-24 11:00:00+00:00,2 - 0,tiger,1541.4923402033505,1421.8451836378213
11237,overt,rooster 2,2020-09-24 12:05:00+00:00,0 - 1,rooster 2,1301.836492900618,1346.649096463986
11238,orgless,vertex,2020-09-24 11:00:00+00:00,0 - 2,vertex,1440.249620612688,1465.1188310732668
11239,atk,goliath,2020-09-24 12:00:00+00:00,2 - 0,atk,1477.0921542308358,1365.091651647226
11240,movistar riders,skade,2020-09-24 13:00:00+00:00,2 - 0,movistar riders,1441.2087887806167,1479.025581124886
11241,havu,hirveatilanne,2020-09-24 14:00:00+00:00,2 - 0,havu,1653.437352200331,1409.1969957947847
11242,alternate attax,wisla krakow,2020-09-24 15:00:00+00:00,0 - 1,wisla krakow,1568.88138824862,1590.1969016858015
11243,avez,hellraisers,2020-09-24 15:00:00+00:00,0 - 1,hellraisers,1551.0972222098358,1579.3986991496056
11244,vejle instinct,lyngby vikings,2020-09-26 14:00:00+00:00,0 - 2,lyngby vikings,1400.0,1302.3160637150897
11245,agf,alpha,2020-09-26 14:00:00+00:00,2 - 0,agf,1502.661544795462,1400.0
11246,ubiteam,epsilon,2020-09-26 11:00:00+00:00,2 - 1,ubiteam,1426.2606824070895,1346.0467445268866
11247,big academy,epic dudes,2020-09-25 19:30:00+00:00,2 - 0,big academy,1336.6625520961973,1428.9320166899222
11248,planetkey,seven.gg,2020-09-25 17:00:00+00:00,0 - 2,seven.gg,1337.0254503463702,1376.8311808935855
11249,unicorns of love,ttc,2020-09-24 20:30:00+00:00,1 - 0,unicorns of love,1367.6530946456537,1337.3748301655933
11250,ttc,unicorns of love,2020-09-24 19:30:00+00:00,0 - 1,unicorns of love,1337.3748301655933,1367.6530946456537
11251,pact,galaxy racer,2020-09-24 17:30:00+00:00,1 - 0,pact,1441.9509714984263,1437.1979007172638
11252,gamerlegion,wisla krakow,2020-09-24 16:15:00+00:00,1 - 0,gamerlegion,1410.9854353506437,1590.1969016858015
11253,singularity,nexus,2020-09-24 16:15:00+00:00,0 - 1,nexus,1343.2212421915824,1542.9798208816312
11254,honoris,izako boars,2020-09-26 14:00:00+00:00,0 - 1,izako boars,1283.5572187001824,1385.8481857087538
11255,pompa,pact,2020-09-26 13:00:00+00:00,0 - 1,pact,1379.0414402263136,1441.9509714984263
11256,plmix,gaminate,2020-09-26 12:00:00+00:00,0 - 1,gaminate,1334.8299664806798,1381.983125697177
11257,pact,plmix,2020-09-26 11:00:00+00:00,1 - 0,pact,1441.9509714984263,1334.8299664806798
11258,pompa,gaminate,2020-09-26 10:00:00+00:00,0 - 1,gaminate,1379.0414402263136,1381.983125697177
11259,plmix,pompa,2020-09-26 09:00:00+00:00,1 - 0,plmix,1334.8299664806798,1379.0414402263136
11260,pact,gaminate,2020-09-26 08:00:00+00:00,1 - 0,pact,1441.9509714984263,1381.983125697177
11261,doggers,amsterdam kings,2020-09-24 20:00:00+00:00,0 - 1,amsterdam kings,1400.0,1438.4295688065993
11262,sector one,4elements,2020-09-24 18:00:00+00:00,0 - 1,4elements,1373.795833880698,1400.0
11263,lowlandlions,xdudog,2020-09-24 17:00:00+00:00,1 - 0,lowlandlions,1479.7439278615357,1400.0
11264,sprout,divizon,2020-09-24 18:30:00+00:00,1 - 0,sprout,1744.082069586255,1362.1765264992243
11265,divizon,sprout,2020-09-24 17:15:00+00:00,0 - 1,sprout,1362.1765264992243,1744.082069586255
11266,movistar riders,mousesports,2020-09-25 17:00:00+00:00,0 - 2,mousesports,1441.2087887806167,1567.4385203608135
11267,saw,endpoint,2020-09-25 17:00:00+00:00,2 - 0,saw,1601.2799668157047,1506.3276266402875
11268,endpoint,mousesports,2020-09-24 18:00:00+00:00,2 - 1,endpoint,1506.3276266402875,1567.4385203608135
11269,saw,movistar riders,2020-09-24 17:00:00+00:00,2 - 1,saw,1601.2799668157047,1441.2087887806167
11270,mousesports,c0ntact,2020-09-24 14:00:00+00:00,2 - 1,mousesports,1567.4385203608135,1410.4553282005747
11271,sprout,north,2020-09-25 13:00:00+00:00,2 - 0,sprout,1744.082069586255,1601.062174826775
11272,wygers ar,real betis sa,2020-09-25 02:40:00+00:00,0 - 1,real betis sa,1321.798678011029,1305.9128154388695
11273,furious,malvinas,2020-09-25 01:30:00+00:00,0 - 1,malvinas,1367.338859151452,1420.8110126685242
11274,undead,coscu army,2020-09-25 00:20:00+00:00,0 - 1,coscu army,1393.2854503146737,1385.7946957565432
11275,new pampas,meta,2020-09-24 23:10:00+00:00,0 - 1,meta,1356.5012030261873,1388.3892368780603
11276,goliath,dnmk,2020-09-26 11:30:00+00:00,1 - 2,dnmk,1365.091651647226,1400.0
11277,dnmk,sinister5,2020-09-25 12:00:00+00:00,2 - 0,dnmk,1400.0,1400.0
